,PDB codes,kd difference
2272,"5wzk , 2mki",15640.0
2273,"5wzk , 2mkk",1420.0
2274,"5wzk , 3moj",159.946
2275,"5wzk , 3rn2",48.0
2276,"5wzk , 4hid",695.0
2277,"5wzk , 4hik",136.0
2278,"5wzk , 4him",123.0
2279,"5wzk , 4hio",139.0
2280,"5wzk , 4hj5",97.0
2281,"5wzk , 4hj7",154.0
2282,"5wzk , 4hj8",138.0
2283,"5wzk , 4pdb",50.0
2284,"5wzk , 5wwe",374.79999999999995
2285,"5wzk , 5wwg",59.80000000000001
2286,"5wzk , 5wzg",128.0
2287,"5wzk , 5wzj",147.0
2288,"5wzk , 5z6z",114.75999999999999
2289,"5wzk , 6eo6",159.0
2290,"5wzk , 6eo7",159.61
2291,"5wzk , 5ytx",1180.0
2292,"5wzk , 5ytv",1100.0
2293,"5wzk , 5ytt",3610.0
2294,"5wzk , 5yts",2610.0
2295,"5z6z , 1exd",38.14
2296,"5z6z , 1il2",2954.76
2297,"5z6z , 1jbr",954.76
2298,"5z6z , 1je8",45.09
2299,"5z6z , 1knz",33.76
2300,"5z6z , 1omh",24.759999999999998
2301,"5z6z , 1osb",24.759999999999998
2302,"5z6z , 1rkj",1054.76
2303,"5z6z , 1s03",154.76
2304,"5z6z , 1s40",44.940000000000005
2305,"5z6z , 1u63",44.72
2306,"5z6z , 1u6p",29.759999999999998
2307,"5z6z , 1wwd",204.76
2308,"5z6z , 1wwe",124.75999999999999
2309,"5z6z , 1wwf",48.76
2310,"5z6z , 1wwg",49.76
2311,"5z6z , 1zzi",2154.76
2312,"5z6z , 2b6g",15.240000000000002
2313,"5z6z , 2err",44.15
2314,"5z6z , 2gkd",13954.76
2315,"5z6z , 2glo",15.240000000000002
2316,"5z6z , 2kh9",89954.76
2317,"5z6z , 2kkf",43954.76
2318,"5z6z , 2kx5",44.24
2319,"5z6z , 2l41",762954.76
2320,"5z6z , 2la5",41.440000000000005
2321,"5z6z , 2leb",224.76
2322,"5z6z , 2lec",174.76
2323,"5z6z , 2mki",15754.76
2324,"5z6z , 2mkk",1534.76
2325,"5z6z , 3moj",45.186
2326,"5z6z , 3rn2",66.75999999999999
2327,"5z6z , 4hid",809.76
2328,"5z6z , 4hik",21.240000000000002
2329,"5z6z , 4him",8.240000000000002
2330,"5z6z , 4hio",24.240000000000002
2331,"5z6z , 4hj5",17.759999999999998
2332,"5z6z , 4hj7",39.24
2333,"5z6z , 4hj8",23.240000000000002
2334,"5z6z , 4pdb",64.75999999999999
2335,"5z6z , 5wwe",489.55999999999995
2336,"5z6z , 5wwg",174.56
2337,"5z6z , 5wzg",13.240000000000002
2338,"5z6z , 5wzj",32.24
2339,"5z6z , 5wzk",114.75999999999999
2340,"5z6z , 6eo6",44.24
2341,"5z6z , 6eo7",44.85
2342,"5z6z , 5ytx",1294.76
2343,"5z6z , 5ytv",1214.76
2344,"5z6z , 5ytt",3724.76
2345,"5z6z , 5yts",2724.76
2346,"6eo6 , 1exd",6.1
2347,"6eo6 , 1il2",2999.0
2348,"6eo6 , 1jbr",999.0
2349,"6eo6 , 1je8",0.85
2350,"6eo6 , 1knz",78.0
2351,"6eo6 , 1omh",69.0
2352,"6eo6 , 1osb",69.0
2353,"6eo6 , 1rkj",1099.0
2354,"6eo6 , 1s03",199.0
2355,"6eo6 , 1s40",0.7
2356,"6eo6 , 1u63",0.48
2357,"6eo6 , 1u6p",74.0
2358,"6eo6 , 1wwd",249.0
2359,"6eo6 , 1wwe",169.0
2360,"6eo6 , 1wwf",93.0
2361,"6eo6 , 1wwg",94.0
2362,"6eo6 , 1zzi",2199.0
2363,"6eo6 , 2b6g",29.0
2364,"6eo6 , 2err",0.09000000000000008
2365,"6eo6 , 2gkd",13999.0
2366,"6eo6 , 2glo",29.0
2367,"6eo6 , 2kh9",89999.0
2368,"6eo6 , 2kkf",43999.0
2369,"6eo6 , 2kx5",0.0
2370,"6eo6 , 2l41",762999.0
2371,"6eo6 , 2la5",2.8
2372,"6eo6 , 2leb",269.0
2373,"6eo6 , 2lec",219.0
2374,"6eo6 , 2mki",15799.0
2375,"6eo6 , 2mkk",1579.0
2376,"6eo6 , 3moj",0.946
2377,"6eo6 , 3rn2",111.0
2378,"6eo6 , 4hid",854.0
2379,"6eo6 , 4hik",23.0
2380,"6eo6 , 4him",36.0
2381,"6eo6 , 4hio",20.0
2382,"6eo6 , 4hj5",62.0
2383,"6eo6 , 4hj7",5.0
2384,"6eo6 , 4hj8",21.0
2385,"6eo6 , 4pdb",109.0
2386,"6eo6 , 5wwe",533.8
2387,"6eo6 , 5wwg",218.8
2388,"6eo6 , 5wzg",31.0
2389,"6eo6 , 5wzj",12.0
2390,"6eo6 , 5wzk",159.0
2391,"6eo6 , 5z6z",44.24
2392,"6eo6 , 6eo7",0.61
2393,"6eo6 , 5ytx",1339.0
2394,"6eo6 , 5ytv",1259.0
2395,"6eo6 , 5ytt",3769.0
2396,"6eo6 , 5yts",2769.0
2397,"6eo7 , 1exd",6.71
2398,"6eo7 , 1il2",2999.61
2399,"6eo7 , 1jbr",999.61
2400,"6eo7 , 1je8",0.24000000000000002
2401,"6eo7 , 1knz",78.61
2402,"6eo7 , 1omh",69.61
2403,"6eo7 , 1osb",69.61
2404,"6eo7 , 1rkj",1099.61
2405,"6eo7 , 1s03",199.61
2406,"6eo7 , 1s40",0.09000000000000002
2407,"6eo7 , 1u63",0.13
2408,"6eo7 , 1u6p",74.61
2409,"6eo7 , 1wwd",249.61
2410,"6eo7 , 1wwe",169.61
2411,"6eo7 , 1wwf",93.61
2412,"6eo7 , 1wwg",94.61
2413,"6eo7 , 1zzi",2199.61
2414,"6eo7 , 2b6g",29.61
2415,"6eo7 , 2err",0.7000000000000001
2416,"6eo7 , 2gkd",13999.61
2417,"6eo7 , 2glo",29.61
2418,"6eo7 , 2kh9",89999.61
2419,"6eo7 , 2kkf",43999.61
2420,"6eo7 , 2kx5",0.61
2421,"6eo7 , 2l41",762999.61
2422,"6eo7 , 2la5",3.4099999999999997
2423,"6eo7 , 2leb",269.61
2424,"6eo7 , 2lec",219.61
2425,"6eo7 , 2mki",15799.61
2426,"6eo7 , 2mkk",1579.61
2427,"6eo7 , 3moj",0.336
2428,"6eo7 , 3rn2",111.61
2429,"6eo7 , 4hid",854.61
2430,"6eo7 , 4hik",23.61
2431,"6eo7 , 4him",36.61
2432,"6eo7 , 4hio",20.61
2433,"6eo7 , 4hj5",62.61
2434,"6eo7 , 4hj7",5.61
2435,"6eo7 , 4hj8",21.61
2436,"6eo7 , 4pdb",109.61
2437,"6eo7 , 5wwe",534.41
2438,"6eo7 , 5wwg",219.41000000000003
2439,"6eo7 , 5wzg",31.61
2440,"6eo7 , 5wzj",12.61
2441,"6eo7 , 5wzk",159.61
2442,"6eo7 , 5z6z",44.85
2443,"6eo7 , 6eo6",0.61
2444,"6eo7 , 5ytx",1339.61
2445,"6eo7 , 5ytv",1259.61
2446,"6eo7 , 5ytt",3769.61
2447,"6eo7 , 5yts",2769.61
2448,"5ytx , 1exd",1332.9
2449,"5ytx , 1il2",1660.0
2450,"5ytx , 1jbr",340.0
2451,"5ytx , 1je8",1339.85
2452,"5ytx , 1knz",1261.0
2453,"5ytx , 1omh",1270.0
2454,"5ytx , 1osb",1270.0
2455,"5ytx , 1rkj",240.0
2456,"5ytx , 1s03",1140.0
2457,"5ytx , 1s40",1339.7
2458,"5ytx , 1u63",1339.48
2459,"5ytx , 1u6p",1265.0
2460,"5ytx , 1wwd",1090.0
2461,"5ytx , 1wwe",1170.0
2462,"5ytx , 1wwf",1246.0
2463,"5ytx , 1wwg",1245.0
2464,"5ytx , 1zzi",860.0
2465,"5ytx , 2b6g",1310.0
2466,"5ytx , 2err",1338.91
2467,"5ytx , 2gkd",12660.0
2468,"5ytx , 2glo",1310.0
2469,"5ytx , 2kh9",88660.0
2470,"5ytx , 2kkf",42660.0
2471,"5ytx , 2kx5",1339.0
2472,"5ytx , 2l41",761660.0
2473,"5ytx , 2la5",1336.2
2474,"5ytx , 2leb",1070.0
2475,"5ytx , 2lec",1120.0
2476,"5ytx , 2mki",14460.0
2477,"5ytx , 2mkk",240.0
2478,"5ytx , 3moj",1339.946
2479,"5ytx , 3rn2",1228.0
2480,"5ytx , 4hid",485.0
2481,"5ytx , 4hik",1316.0
2482,"5ytx , 4him",1303.0
2483,"5ytx , 4hio",1319.0
2484,"5ytx , 4hj5",1277.0
2485,"5ytx , 4hj7",1334.0
2486,"5ytx , 4hj8",1318.0
2487,"5ytx , 4pdb",1230.0
2488,"5ytx , 5wwe",805.2
2489,"5ytx , 5wwg",1120.2
2490,"5ytx , 5wzg",1308.0
2491,"5ytx , 5wzj",1327.0
2492,"5ytx , 5wzk",1180.0
2493,"5ytx , 5z6z",1294.76
2494,"5ytx , 6eo6",1339.0
2495,"5ytx , 6eo7",1339.61
2496,"5ytx , 5ytv",80.0
2497,"5ytx , 5ytt",2430.0
2498,"5ytx , 5yts",1430.0
2499,"5ytv , 1exd",1252.9
2500,"5ytv , 1il2",1740.0
2501,"5ytv , 1jbr",260.0
2502,"5ytv , 1je8",1259.85
2503,"5ytv , 1knz",1181.0
2504,"5ytv , 1omh",1190.0
2505,"5ytv , 1osb",1190.0
2506,"5ytv , 1rkj",160.0
2507,"5ytv , 1s03",1060.0
2508,"5ytv , 1s40",1259.7
2509,"5ytv , 1u63",1259.48
2510,"5ytv , 1u6p",1185.0
2511,"5ytv , 1wwd",1010.0
2512,"5ytv , 1wwe",1090.0
2513,"5ytv , 1wwf",1166.0
2514,"5ytv , 1wwg",1165.0
2515,"5ytv , 1zzi",940.0
2516,"5ytv , 2b6g",1230.0
2517,"5ytv , 2err",1258.91
2518,"5ytv , 2gkd",12740.0
2519,"5ytv , 2glo",1230.0
2520,"5ytv , 2kh9",88740.0
2521,"5ytv , 2kkf",42740.0
2522,"5ytv , 2kx5",1259.0
2523,"5ytv , 2l41",761740.0
2524,"5ytv , 2la5",1256.2
2525,"5ytv , 2leb",990.0
2526,"5ytv , 2lec",1040.0
2527,"5ytv , 2mki",14540.0
2528,"5ytv , 2mkk",320.0
2529,"5ytv , 3moj",1259.946
2530,"5ytv , 3rn2",1148.0
2531,"5ytv , 4hid",405.0
2532,"5ytv , 4hik",1236.0
2533,"5ytv , 4him",1223.0
2534,"5ytv , 4hio",1239.0
2535,"5ytv , 4hj5",1197.0
2536,"5ytv , 4hj7",1254.0
2537,"5ytv , 4hj8",1238.0
2538,"5ytv , 4pdb",1150.0
2539,"5ytv , 5wwe",725.2
2540,"5ytv , 5wwg",1040.2
2541,"5ytv , 5wzg",1228.0
2542,"5ytv , 5wzj",1247.0
2543,"5ytv , 5wzk",1100.0
2544,"5ytv , 5z6z",1214.76
2545,"5ytv , 6eo6",1259.0
2546,"5ytv , 6eo7",1259.61
2547,"5ytv , 5ytx",80.0
2548,"5ytv , 5ytt",2510.0
2549,"5ytv , 5yts",1510.0
2550,"5ytt , 1exd",3762.9
2551,"5ytt , 1il2",770.0
2552,"5ytt , 1jbr",2770.0
2553,"5ytt , 1je8",3769.85
2554,"5ytt , 1knz",3691.0
2555,"5ytt , 1omh",3700.0
2556,"5ytt , 1osb",3700.0
2557,"5ytt , 1rkj",2670.0
2558,"5ytt , 1s03",3570.0
2559,"5ytt , 1s40",3769.7
2560,"5ytt , 1u63",3769.48
2561,"5ytt , 1u6p",3695.0
2562,"5ytt , 1wwd",3520.0
2563,"5ytt , 1wwe",3600.0
2564,"5ytt , 1wwf",3676.0
2565,"5ytt , 1wwg",3675.0
2566,"5ytt , 1zzi",1570.0
2567,"5ytt , 2b6g",3740.0
2568,"5ytt , 2err",3768.91
2569,"5ytt , 2gkd",10230.0
2570,"5ytt , 2glo",3740.0
2571,"5ytt , 2kh9",86230.0
2572,"5ytt , 2kkf",40230.0
2573,"5ytt , 2kx5",3769.0
2574,"5ytt , 2l41",759230.0
2575,"5ytt , 2la5",3766.2
2576,"5ytt , 2leb",3500.0
2577,"5ytt , 2lec",3550.0
2578,"5ytt , 2mki",12030.0
2579,"5ytt , 2mkk",2190.0
2580,"5ytt , 3moj",3769.946
2581,"5ytt , 3rn2",3658.0
2582,"5ytt , 4hid",2915.0
2583,"5ytt , 4hik",3746.0
2584,"5ytt , 4him",3733.0
2585,"5ytt , 4hio",3749.0
2586,"5ytt , 4hj5",3707.0
2587,"5ytt , 4hj7",3764.0
2588,"5ytt , 4hj8",3748.0
2589,"5ytt , 4pdb",3660.0
2590,"5ytt , 5wwe",3235.2
2591,"5ytt , 5wwg",3550.2
2592,"5ytt , 5wzg",3738.0
2593,"5ytt , 5wzj",3757.0
2594,"5ytt , 5wzk",3610.0
2595,"5ytt , 5z6z",3724.76
2596,"5ytt , 6eo6",3769.0
2597,"5ytt , 6eo7",3769.61
2598,"5ytt , 5ytx",2430.0
2599,"5ytt , 5ytv",2510.0
2600,"5ytt , 5yts",1000.0
2601,"5yts , 1exd",2762.9
2602,"5yts , 1il2",230.0
2603,"5yts , 1jbr",1770.0
2604,"5yts , 1je8",2769.85
2605,"5yts , 1knz",2691.0
2606,"5yts , 1omh",2700.0
2607,"5yts , 1osb",2700.0
2608,"5yts , 1rkj",1670.0
2609,"5yts , 1s03",2570.0
2610,"5yts , 1s40",2769.7
2611,"5yts , 1u63",2769.48
2612,"5yts , 1u6p",2695.0
2613,"5yts , 1wwd",2520.0
2614,"5yts , 1wwe",2600.0
2615,"5yts , 1wwf",2676.0
2616,"5yts , 1wwg",2675.0
2617,"5yts , 1zzi",570.0
2618,"5yts , 2b6g",2740.0
2619,"5yts , 2err",2768.91
2620,"5yts , 2gkd",11230.0
2621,"5yts , 2glo",2740.0
2622,"5yts , 2kh9",87230.0
2623,"5yts , 2kkf",41230.0
2624,"5yts , 2kx5",2769.0
2625,"5yts , 2l41",760230.0
2626,"5yts , 2la5",2766.2
2627,"5yts , 2leb",2500.0
2628,"5yts , 2lec",2550.0
2629,"5yts , 2mki",13030.0
2630,"5yts , 2mkk",1190.0
2631,"5yts , 3moj",2769.946
2632,"5yts , 3rn2",2658.0
2633,"5yts , 4hid",1915.0
2634,"5yts , 4hik",2746.0
2635,"5yts , 4him",2733.0
2636,"5yts , 4hio",2749.0
2637,"5yts , 4hj5",2707.0
2638,"5yts , 4hj7",2764.0
2639,"5yts , 4hj8",2748.0
2640,"5yts , 4pdb",2660.0
2641,"5yts , 5wwe",2235.2
2642,"5yts , 5wwg",2550.2
2643,"5yts , 5wzg",2738.0
2644,"5yts , 5wzj",2757.0
2645,"5yts , 5wzk",2610.0
2646,"5yts , 5z6z",2724.76
2647,"5yts , 6eo6",2769.0
2648,"5yts , 6eo7",2769.61
2649,"5yts , 5ytx",1430.0
2650,"5yts , 5ytv",1510.0
2651,"5yts , 5ytt",1000.0
