PDB codes,VDWAALS 1,EEL 1,EGB 1,ESURF 1,GGAS 1,GSOLV 1,TOTAL 1,VDWAALS 2,EEL 2,EGB 2,ESURF 2,GGAS 2,GSOLV 2,TOTAL 2,Output
"5wzj , 4hik",-230.34,130.79,-82.34,-28.29,-99.55,-110.64,-210.19,-107.19,-610.01,637.28,-12.58,-717.2,624.71,-92.49,1
"5wzj , 4him",-230.34,130.79,-82.34,-28.29,-99.55,-110.64,-210.19,-114.69,-645.74,676.69,-13.7,-760.43,663.0,-97.43,1
"5wzj , 4hio",-230.34,130.79,-82.34,-28.29,-99.55,-110.64,-210.19,-104.72,-605.86,634.38,-13.75,-710.59,620.63,-89.96,1
"5wzj , 4hj7",-230.34,130.79,-82.34,-28.29,-99.55,-110.64,-210.19,-117.45,-636.97,667.89,-13.99,-754.42,653.9,-100.52,0
"5wzj , 4hj8",-230.34,130.79,-82.34,-28.29,-99.55,-110.64,-210.19,-113.49,-720.46,739.96,-13.55,-833.96,726.41,-107.55,1
"5wzj , 4pdb",-230.34,130.79,-82.34,-28.29,-99.55,-110.64,-210.19,-104.98,-3775.83,3832.27,-12.29,-3880.82,3819.98,-60.84,1
"5wzj , 5wwe",-230.34,130.79,-82.34,-28.29,-99.55,-110.64,-210.19,-78.63,-1194.77,1191.48,-10.79,-1273.4,1180.7,-92.7,1
"5wzj , 5wwg",-230.34,130.79,-82.34,-28.29,-99.55,-110.64,-210.19,-88.97,-961.3,981.35,-10.73,-1050.27,970.62,-79.65,1
"5wzj , 5wzg",-230.34,130.79,-82.34,-28.29,-99.55,-110.64,-210.19,-204.74,124.91,-79.29,-24.81,-79.83,-104.11,-183.93,1
"5wzj , 5wzk",-230.34,130.79,-82.34,-28.29,-99.55,-110.64,-210.19,-176.42,735.87,-706.76,-21.41,559.45,-728.16,-168.71,1
"5wzj , 5z6z",-230.34,130.79,-82.34,-28.29,-99.55,-110.64,-210.19,-209.38,-9915.61,9869.33,-27.23,-10124.99,9842.11,-282.88,1
"5wzj , 6eo6",-230.34,130.79,-82.34,-28.29,-99.55,-110.64,-210.19,-65.78,-810.41,852.77,-7.36,-876.19,845.41,-30.78,0
"5wzj , 6eo7",-230.34,130.79,-82.34,-28.29,-99.55,-110.64,-210.19,-58.78,-864.69,890.7,-6.55,-923.47,884.15,-39.32,0
"5wzj , 5ytx",-230.34,130.79,-82.34,-28.29,-99.55,-110.64,-210.19,-62.74,-206.72,236.49,-7.07,-269.47,229.41,-40.05,1
"5wzj , 5ytv",-230.34,130.79,-82.34,-28.29,-99.55,-110.64,-210.19,-45.47,-179.99,205.21,-5.59,-225.46,199.61,-25.84,1
"5wzj , 5ytt",-230.34,130.79,-82.34,-28.29,-99.55,-110.64,-210.19,-75.96,-273.93,314.46,-8.79,-349.88,305.67,-44.22,1
"5wzj , 5yts",-230.34,130.79,-82.34,-28.29,-99.55,-110.64,-210.19,-57.48,-136.57,171.71,-7.0,-194.05,164.71,-29.34,1
"5wzk , 1exd",-176.42,735.87,-706.76,-21.41,559.45,-728.16,-168.71,-297.43,2853.31,-2769.4,-39.57,2555.87,-2808.97,-253.1,0
"5wzk , 1il2",-176.42,735.87,-706.76,-21.41,559.45,-728.16,-168.71,-377.15,14928.76,-14798.97,-47.5,14551.61,-14846.48,-294.87,1
"5wzk , 1jbr",-176.42,735.87,-706.76,-21.41,559.45,-728.16,-168.71,-121.03,-7064.56,7121.25,-15.7,-7185.58,7105.55,-80.04,1
"5wzk , 1je8",-176.42,735.87,-706.76,-21.41,559.45,-728.16,-168.71,-309.02,-25367.65,25386.51,-44.66,-25676.67,25341.85,-334.82,0
"5wzk , 1omh",-176.42,735.87,-706.76,-21.41,559.45,-728.16,-168.71,-270.05,-5246.08,5238.97,-34.09,-5516.13,5204.88,-311.25,0
"5wzk , 1osb",-176.42,735.87,-706.76,-21.41,559.45,-728.16,-168.71,-563.32,-11193.39,11154.77,-72.18,-11756.71,11082.59,-674.11,0
"5wzk , 1rkj",-176.42,735.87,-706.76,-21.41,559.45,-728.16,-168.71,-119.28,-801.67,834.16,-15.17,-920.95,818.99,-101.96,1
"5wzk , 1s03",-176.42,735.87,-706.76,-21.41,559.45,-728.16,-168.71,-247.91,-10623.74,10708.88,-30.83,-10871.65,10678.05,-193.59,1
"5wzk , 1s40",-176.42,735.87,-706.76,-21.41,559.45,-728.16,-168.71,-151.75,-1458.39,1510.73,-20.71,-1610.14,1490.02,-120.12,0
"5wzk , 1u63",-176.42,735.87,-706.76,-21.41,559.45,-728.16,-168.71,-279.25,-34181.81,34208.24,-41.36,-34461.07,34166.88,-294.19,0
"5wzk , 1u6p",-176.42,735.87,-706.76,-21.41,559.45,-728.16,-168.71,-82.73,-8405.99,8420.14,-11.19,-8488.72,8408.95,-79.77,0
"5wzk , 1wwd",-176.42,735.87,-706.76,-21.41,559.45,-728.16,-168.71,-69.9,-995.71,1011.87,-8.73,-1065.6,1003.13,-62.47,1
"5wzk , 1wwe",-176.42,735.87,-706.76,-21.41,559.45,-728.16,-168.71,-89.9,-1356.54,1369.99,-11.95,-1446.44,1358.04,-88.4,1
"5wzk , 1wwf",-176.42,735.87,-706.76,-21.41,559.45,-728.16,-168.71,-109.69,-1452.29,1473.77,-14.75,-1561.98,1459.02,-102.95,0
"5wzk , 1wwg",-176.42,735.87,-706.76,-21.41,559.45,-728.16,-168.71,-75.82,-1272.75,1275.97,-11.37,-1348.57,1264.6,-83.97,0
"5wzk , 1zzi",-176.42,735.87,-706.76,-21.41,559.45,-728.16,-168.71,-124.32,-1081.08,1111.28,-15.2,-1205.4,1096.08,-109.32,1
"5wzk , 2b6g",-176.42,735.87,-706.76,-21.41,559.45,-728.16,-168.71,-32.62,-2351.98,2361.59,-4.95,-2384.6,2356.64,-27.96,0
"5wzk , 2err",-176.42,735.87,-706.76,-21.41,559.45,-728.16,-168.71,-97.46,-560.92,590.08,-11.74,-658.38,578.34,-80.04,0
"5wzk , 2gkd",-176.42,735.87,-706.76,-21.41,559.45,-728.16,-168.71,-34.48,-1506.27,1521.0,-5.32,-1540.75,1515.67,-25.08,1
"5wzk , 2glo",-176.42,735.87,-706.76,-21.41,559.45,-728.16,-168.71,-76.22,-4248.3,4260.04,-10.82,-4324.52,4249.23,-75.29,0
"5wzk , 2kh9",-176.42,735.87,-706.76,-21.41,559.45,-728.16,-168.71,-49.13,-508.76,534.32,-5.94,-557.89,528.38,-29.51,1
"5wzk , 2l41",-176.42,735.87,-706.76,-21.41,559.45,-728.16,-168.71,-31.83,-226.28,237.63,-4.44,-258.1,233.19,-24.91,1
"5wzk , 2leb",-176.42,735.87,-706.76,-21.41,559.45,-728.16,-168.71,-112.31,-763.97,770.91,-14.74,-876.28,756.17,-120.11,1
"5wzk , 2lec",-176.42,735.87,-706.76,-21.41,559.45,-728.16,-168.71,-113.05,-619.56,647.62,-13.8,-732.61,633.82,-98.79,1
"5wzk , 2mki",-176.42,735.87,-706.76,-21.41,559.45,-728.16,-168.71,-85.56,-260.76,305.67,-10.57,-346.32,295.11,-51.21,1
"5wzk , 2mkk",-176.42,735.87,-706.76,-21.41,559.45,-728.16,-168.71,-104.7,-933.14,955.84,-14.51,-1037.84,941.33,-96.51,1
"5wzk , 3moj",-176.42,735.87,-706.76,-21.41,559.45,-728.16,-168.71,-118.26,-7867.57,7908.33,-15.61,-7985.83,7892.73,-93.1,0
"5wzk , 3rn2",-176.42,735.87,-706.76,-21.41,559.45,-728.16,-168.71,-79.85,-13297.79,13326.09,-14.63,-13377.64,13311.46,-66.18,0
"5wzk , 4hid",-176.42,735.87,-706.76,-21.41,559.45,-728.16,-168.71,-105.85,-795.86,820.61,-13.55,-901.71,807.06,-94.65,1
"5wzk , 4hik",-176.42,735.87,-706.76,-21.41,559.45,-728.16,-168.71,-107.19,-610.01,637.28,-12.58,-717.2,624.71,-92.49,0
"5wzk , 4him",-176.42,735.87,-706.76,-21.41,559.45,-728.16,-168.71,-114.69,-645.74,676.69,-13.7,-760.43,663.0,-97.43,0
"5wzk , 4hio",-176.42,735.87,-706.76,-21.41,559.45,-728.16,-168.71,-104.72,-605.86,634.38,-13.75,-710.59,620.63,-89.96,0
"5wzk , 4hj7",-176.42,735.87,-706.76,-21.41,559.45,-728.16,-168.71,-117.45,-636.97,667.89,-13.99,-754.42,653.9,-100.52,0
"5wzk , 4hj8",-176.42,735.87,-706.76,-21.41,559.45,-728.16,-168.71,-113.49,-720.46,739.96,-13.55,-833.96,726.41,-107.55,0
"5wzk , 4pdb",-176.42,735.87,-706.76,-21.41,559.45,-728.16,-168.71,-104.98,-3775.83,3832.27,-12.29,-3880.82,3819.98,-60.84,0
"5wzk , 5wwe",-176.42,735.87,-706.76,-21.41,559.45,-728.16,-168.71,-78.63,-1194.77,1191.48,-10.79,-1273.4,1180.7,-92.7,1
"5wzk , 5wwg",-176.42,735.87,-706.76,-21.41,559.45,-728.16,-168.71,-88.97,-961.3,981.35,-10.73,-1050.27,970.62,-79.65,1
"5wzk , 5wzg",-176.42,735.87,-706.76,-21.41,559.45,-728.16,-168.71,-204.74,124.91,-79.29,-24.81,-79.83,-104.11,-183.93,0
"5wzk , 5wzj",-176.42,735.87,-706.76,-21.41,559.45,-728.16,-168.71,-230.34,130.79,-82.34,-28.29,-99.55,-110.64,-210.19,0
"5wzk , 5z6z",-176.42,735.87,-706.76,-21.41,559.45,-728.16,-168.71,-209.38,-9915.61,9869.33,-27.23,-10124.99,9842.11,-282.88,0
"5wzk , 6eo6",-176.42,735.87,-706.76,-21.41,559.45,-728.16,-168.71,-65.78,-810.41,852.77,-7.36,-876.19,845.41,-30.78,0
"5wzk , 6eo7",-176.42,735.87,-706.76,-21.41,559.45,-728.16,-168.71,-58.78,-864.69,890.7,-6.55,-923.47,884.15,-39.32,0
"5wzk , 5ytx",-176.42,735.87,-706.76,-21.41,559.45,-728.16,-168.71,-62.74,-206.72,236.49,-7.07,-269.47,229.41,-40.05,1
"5wzk , 5ytv",-176.42,735.87,-706.76,-21.41,559.45,-728.16,-168.71,-45.47,-179.99,205.21,-5.59,-225.46,199.61,-25.84,1
"5wzk , 5ytt",-176.42,735.87,-706.76,-21.41,559.45,-728.16,-168.71,-75.96,-273.93,314.46,-8.79,-349.88,305.67,-44.22,1
"5wzk , 5yts",-176.42,735.87,-706.76,-21.41,559.45,-728.16,-168.71,-57.48,-136.57,171.71,-7.0,-194.05,164.71,-29.34,1
"5z6z , 1exd",-209.38,-9915.61,9869.33,-27.23,-10124.99,9842.11,-282.88,-297.43,2853.31,-2769.4,-39.57,2555.87,-2808.97,-253.1,0
"5z6z , 1il2",-209.38,-9915.61,9869.33,-27.23,-10124.99,9842.11,-282.88,-377.15,14928.76,-14798.97,-47.5,14551.61,-14846.48,-294.87,1
"5z6z , 1jbr",-209.38,-9915.61,9869.33,-27.23,-10124.99,9842.11,-282.88,-121.03,-7064.56,7121.25,-15.7,-7185.58,7105.55,-80.04,1
"5z6z , 1je8",-209.38,-9915.61,9869.33,-27.23,-10124.99,9842.11,-282.88,-309.02,-25367.65,25386.51,-44.66,-25676.67,25341.85,-334.82,0
"5z6z , 1omh",-209.38,-9915.61,9869.33,-27.23,-10124.99,9842.11,-282.88,-270.05,-5246.08,5238.97,-34.09,-5516.13,5204.88,-311.25,1
"5z6z , 1osb",-209.38,-9915.61,9869.33,-27.23,-10124.99,9842.11,-282.88,-563.32,-11193.39,11154.77,-72.18,-11756.71,11082.59,-674.11,1
"5z6z , 1rkj",-209.38,-9915.61,9869.33,-27.23,-10124.99,9842.11,-282.88,-119.28,-801.67,834.16,-15.17,-920.95,818.99,-101.96,1
"5z6z , 1s03",-209.38,-9915.61,9869.33,-27.23,-10124.99,9842.11,-282.88,-247.91,-10623.74,10708.88,-30.83,-10871.65,10678.05,-193.59,1
"5z6z , 1s40",-209.38,-9915.61,9869.33,-27.23,-10124.99,9842.11,-282.88,-151.75,-1458.39,1510.73,-20.71,-1610.14,1490.02,-120.12,0
"5z6z , 1u63",-209.38,-9915.61,9869.33,-27.23,-10124.99,9842.11,-282.88,-279.25,-34181.81,34208.24,-41.36,-34461.07,34166.88,-294.19,0
"5z6z , 1u6p",-209.38,-9915.61,9869.33,-27.23,-10124.99,9842.11,-282.88,-82.73,-8405.99,8420.14,-11.19,-8488.72,8408.95,-79.77,1
"5z6z , 1wwd",-209.38,-9915.61,9869.33,-27.23,-10124.99,9842.11,-282.88,-69.9,-995.71,1011.87,-8.73,-1065.6,1003.13,-62.47,1
"5z6z , 1wwe",-209.38,-9915.61,9869.33,-27.23,-10124.99,9842.11,-282.88,-89.9,-1356.54,1369.99,-11.95,-1446.44,1358.04,-88.4,1
"5z6z , 1wwf",-209.38,-9915.61,9869.33,-27.23,-10124.99,9842.11,-282.88,-109.69,-1452.29,1473.77,-14.75,-1561.98,1459.02,-102.95,1
"5z6z , 1wwg",-209.38,-9915.61,9869.33,-27.23,-10124.99,9842.11,-282.88,-75.82,-1272.75,1275.97,-11.37,-1348.57,1264.6,-83.97,1
"5z6z , 1zzi",-209.38,-9915.61,9869.33,-27.23,-10124.99,9842.11,-282.88,-124.32,-1081.08,1111.28,-15.2,-1205.4,1096.08,-109.32,1
"5z6z , 2b6g",-209.38,-9915.61,9869.33,-27.23,-10124.99,9842.11,-282.88,-32.62,-2351.98,2361.59,-4.95,-2384.6,2356.64,-27.96,0
"5z6z , 2err",-209.38,-9915.61,9869.33,-27.23,-10124.99,9842.11,-282.88,-97.46,-560.92,590.08,-11.74,-658.38,578.34,-80.04,0
"5z6z , 2gkd",-209.38,-9915.61,9869.33,-27.23,-10124.99,9842.11,-282.88,-34.48,-1506.27,1521.0,-5.32,-1540.75,1515.67,-25.08,1
"5z6z , 2glo",-209.38,-9915.61,9869.33,-27.23,-10124.99,9842.11,-282.88,-76.22,-4248.3,4260.04,-10.82,-4324.52,4249.23,-75.29,0
"5z6z , 2kh9",-209.38,-9915.61,9869.33,-27.23,-10124.99,9842.11,-282.88,-49.13,-508.76,534.32,-5.94,-557.89,528.38,-29.51,1
"5z6z , 2l41",-209.38,-9915.61,9869.33,-27.23,-10124.99,9842.11,-282.88,-31.83,-226.28,237.63,-4.44,-258.1,233.19,-24.91,1
"5z6z , 2leb",-209.38,-9915.61,9869.33,-27.23,-10124.99,9842.11,-282.88,-112.31,-763.97,770.91,-14.74,-876.28,756.17,-120.11,1
"5z6z , 2lec",-209.38,-9915.61,9869.33,-27.23,-10124.99,9842.11,-282.88,-113.05,-619.56,647.62,-13.8,-732.61,633.82,-98.79,1
"5z6z , 2mki",-209.38,-9915.61,9869.33,-27.23,-10124.99,9842.11,-282.88,-85.56,-260.76,305.67,-10.57,-346.32,295.11,-51.21,1
"5z6z , 2mkk",-209.38,-9915.61,9869.33,-27.23,-10124.99,9842.11,-282.88,-104.7,-933.14,955.84,-14.51,-1037.84,941.33,-96.51,1
"5z6z , 3moj",-209.38,-9915.61,9869.33,-27.23,-10124.99,9842.11,-282.88,-118.26,-7867.57,7908.33,-15.61,-7985.83,7892.73,-93.1,0
"5z6z , 3rn2",-209.38,-9915.61,9869.33,-27.23,-10124.99,9842.11,-282.88,-79.85,-13297.79,13326.09,-14.63,-13377.64,13311.46,-66.18,1
"5z6z , 4hid",-209.38,-9915.61,9869.33,-27.23,-10124.99,9842.11,-282.88,-105.85,-795.86,820.61,-13.55,-901.71,807.06,-94.65,1
"5z6z , 4hik",-209.38,-9915.61,9869.33,-27.23,-10124.99,9842.11,-282.88,-107.19,-610.01,637.28,-12.58,-717.2,624.71,-92.49,0
"5z6z , 4him",-209.38,-9915.61,9869.33,-27.23,-10124.99,9842.11,-282.88,-114.69,-645.74,676.69,-13.7,-760.43,663.0,-97.43,0
"5z6z , 4hio",-209.38,-9915.61,9869.33,-27.23,-10124.99,9842.11,-282.88,-104.72,-605.86,634.38,-13.75,-710.59,620.63,-89.96,0
"5z6z , 4hj7",-209.38,-9915.61,9869.33,-27.23,-10124.99,9842.11,-282.88,-117.45,-636.97,667.89,-13.99,-754.42,653.9,-100.52,0
"5z6z , 4hj8",-209.38,-9915.61,9869.33,-27.23,-10124.99,9842.11,-282.88,-113.49,-720.46,739.96,-13.55,-833.96,726.41,-107.55,0
"5z6z , 4pdb",-209.38,-9915.61,9869.33,-27.23,-10124.99,9842.11,-282.88,-104.98,-3775.83,3832.27,-12.29,-3880.82,3819.98,-60.84,1
"5z6z , 5wwe",-209.38,-9915.61,9869.33,-27.23,-10124.99,9842.11,-282.88,-78.63,-1194.77,1191.48,-10.79,-1273.4,1180.7,-92.7,1
"5z6z , 5wwg",-209.38,-9915.61,9869.33,-27.23,-10124.99,9842.11,-282.88,-88.97,-961.3,981.35,-10.73,-1050.27,970.62,-79.65,1
"5z6z , 5wzg",-209.38,-9915.61,9869.33,-27.23,-10124.99,9842.11,-282.88,-204.74,124.91,-79.29,-24.81,-79.83,-104.11,-183.93,0
"5z6z , 5wzj",-209.38,-9915.61,9869.33,-27.23,-10124.99,9842.11,-282.88,-230.34,130.79,-82.34,-28.29,-99.55,-110.64,-210.19,0
"5z6z , 5wzk",-209.38,-9915.61,9869.33,-27.23,-10124.99,9842.11,-282.88,-176.42,735.87,-706.76,-21.41,559.45,-728.16,-168.71,1
"5z6z , 6eo6",-209.38,-9915.61,9869.33,-27.23,-10124.99,9842.11,-282.88,-65.78,-810.41,852.77,-7.36,-876.19,845.41,-30.78,0
"5z6z , 6eo7",-209.38,-9915.61,9869.33,-27.23,-10124.99,9842.11,-282.88,-58.78,-864.69,890.7,-6.55,-923.47,884.15,-39.32,0
"5z6z , 5ytx",-209.38,-9915.61,9869.33,-27.23,-10124.99,9842.11,-282.88,-62.74,-206.72,236.49,-7.07,-269.47,229.41,-40.05,1
"5z6z , 5ytv",-209.38,-9915.61,9869.33,-27.23,-10124.99,9842.11,-282.88,-45.47,-179.99,205.21,-5.59,-225.46,199.61,-25.84,1
"5z6z , 5ytt",-209.38,-9915.61,9869.33,-27.23,-10124.99,9842.11,-282.88,-75.96,-273.93,314.46,-8.79,-349.88,305.67,-44.22,1
"5z6z , 5yts",-209.38,-9915.61,9869.33,-27.23,-10124.99,9842.11,-282.88,-57.48,-136.57,171.71,-7.0,-194.05,164.71,-29.34,1
"6eo6 , 1exd",-65.78,-810.41,852.77,-7.36,-876.19,845.41,-30.78,-297.43,2853.31,-2769.4,-39.57,2555.87,-2808.97,-253.1,1
"6eo6 , 1il2",-65.78,-810.41,852.77,-7.36,-876.19,845.41,-30.78,-377.15,14928.76,-14798.97,-47.5,14551.61,-14846.48,-294.87,1
"6eo6 , 1jbr",-65.78,-810.41,852.77,-7.36,-876.19,845.41,-30.78,-121.03,-7064.56,7121.25,-15.7,-7185.58,7105.55,-80.04,1
"6eo6 , 1je8",-65.78,-810.41,852.77,-7.36,-876.19,845.41,-30.78,-309.02,-25367.65,25386.51,-44.66,-25676.67,25341.85,-334.82,0
"6eo6 , 1omh",-65.78,-810.41,852.77,-7.36,-876.19,845.41,-30.78,-270.05,-5246.08,5238.97,-34.09,-5516.13,5204.88,-311.25,1
"6eo6 , 1osb",-65.78,-810.41,852.77,-7.36,-876.19,845.41,-30.78,-563.32,-11193.39,11154.77,-72.18,-11756.71,11082.59,-674.11,1
"6eo6 , 1rkj",-65.78,-810.41,852.77,-7.36,-876.19,845.41,-30.78,-119.28,-801.67,834.16,-15.17,-920.95,818.99,-101.96,1
"6eo6 , 1s03",-65.78,-810.41,852.77,-7.36,-876.19,845.41,-30.78,-247.91,-10623.74,10708.88,-30.83,-10871.65,10678.05,-193.59,1
"6eo6 , 1s40",-65.78,-810.41,852.77,-7.36,-876.19,845.41,-30.78,-151.75,-1458.39,1510.73,-20.71,-1610.14,1490.02,-120.12,0
"6eo6 , 1u63",-65.78,-810.41,852.77,-7.36,-876.19,845.41,-30.78,-279.25,-34181.81,34208.24,-41.36,-34461.07,34166.88,-294.19,0
"6eo6 , 1u6p",-65.78,-810.41,852.77,-7.36,-876.19,845.41,-30.78,-82.73,-8405.99,8420.14,-11.19,-8488.72,8408.95,-79.77,1
"6eo6 , 1wwd",-65.78,-810.41,852.77,-7.36,-876.19,845.41,-30.78,-69.9,-995.71,1011.87,-8.73,-1065.6,1003.13,-62.47,1
"6eo6 , 1wwe",-65.78,-810.41,852.77,-7.36,-876.19,845.41,-30.78,-89.9,-1356.54,1369.99,-11.95,-1446.44,1358.04,-88.4,1
"6eo6 , 1wwf",-65.78,-810.41,852.77,-7.36,-876.19,845.41,-30.78,-109.69,-1452.29,1473.77,-14.75,-1561.98,1459.02,-102.95,1
"6eo6 , 1wwg",-65.78,-810.41,852.77,-7.36,-876.19,845.41,-30.78,-75.82,-1272.75,1275.97,-11.37,-1348.57,1264.6,-83.97,1
"6eo6 , 1zzi",-65.78,-810.41,852.77,-7.36,-876.19,845.41,-30.78,-124.32,-1081.08,1111.28,-15.2,-1205.4,1096.08,-109.32,1
"6eo6 , 2b6g",-65.78,-810.41,852.77,-7.36,-876.19,845.41,-30.78,-32.62,-2351.98,2361.59,-4.95,-2384.6,2356.64,-27.96,1
"6eo6 , 2err",-65.78,-810.41,852.77,-7.36,-876.19,845.41,-30.78,-97.46,-560.92,590.08,-11.74,-658.38,578.34,-80.04,1
"6eo6 , 2gkd",-65.78,-810.41,852.77,-7.36,-876.19,845.41,-30.78,-34.48,-1506.27,1521.0,-5.32,-1540.75,1515.67,-25.08,1
"6eo6 , 2glo",-65.78,-810.41,852.77,-7.36,-876.19,845.41,-30.78,-76.22,-4248.3,4260.04,-10.82,-4324.52,4249.23,-75.29,1
"6eo6 , 2kh9",-65.78,-810.41,852.77,-7.36,-876.19,845.41,-30.78,-49.13,-508.76,534.32,-5.94,-557.89,528.38,-29.51,1
"6eo6 , 2l41",-65.78,-810.41,852.77,-7.36,-876.19,845.41,-30.78,-31.83,-226.28,237.63,-4.44,-258.1,233.19,-24.91,1
"6eo6 , 2leb",-65.78,-810.41,852.77,-7.36,-876.19,845.41,-30.78,-112.31,-763.97,770.91,-14.74,-876.28,756.17,-120.11,1
"6eo6 , 2lec",-65.78,-810.41,852.77,-7.36,-876.19,845.41,-30.78,-113.05,-619.56,647.62,-13.8,-732.61,633.82,-98.79,1
"6eo6 , 2mki",-65.78,-810.41,852.77,-7.36,-876.19,845.41,-30.78,-85.56,-260.76,305.67,-10.57,-346.32,295.11,-51.21,1
"6eo6 , 2mkk",-65.78,-810.41,852.77,-7.36,-876.19,845.41,-30.78,-104.7,-933.14,955.84,-14.51,-1037.84,941.33,-96.51,1
"6eo6 , 3moj",-65.78,-810.41,852.77,-7.36,-876.19,845.41,-30.78,-118.26,-7867.57,7908.33,-15.61,-7985.83,7892.73,-93.1,0
"6eo6 , 3rn2",-65.78,-810.41,852.77,-7.36,-876.19,845.41,-30.78,-79.85,-13297.79,13326.09,-14.63,-13377.64,13311.46,-66.18,1
"6eo6 , 4hid",-65.78,-810.41,852.77,-7.36,-876.19,845.41,-30.78,-105.85,-795.86,820.61,-13.55,-901.71,807.06,-94.65,1
"6eo6 , 4hik",-65.78,-810.41,852.77,-7.36,-876.19,845.41,-30.78,-107.19,-610.01,637.28,-12.58,-717.2,624.71,-92.49,1
"6eo6 , 4him",-65.78,-810.41,852.77,-7.36,-876.19,845.41,-30.78,-114.69,-645.74,676.69,-13.7,-760.43,663.0,-97.43,1
"6eo6 , 4hio",-65.78,-810.41,852.77,-7.36,-876.19,845.41,-30.78,-104.72,-605.86,634.38,-13.75,-710.59,620.63,-89.96,1
"6eo6 , 4hj7",-65.78,-810.41,852.77,-7.36,-876.19,845.41,-30.78,-117.45,-636.97,667.89,-13.99,-754.42,653.9,-100.52,1
"6eo6 , 4hj8",-65.78,-810.41,852.77,-7.36,-876.19,845.41,-30.78,-113.49,-720.46,739.96,-13.55,-833.96,726.41,-107.55,1
"6eo6 , 4pdb",-65.78,-810.41,852.77,-7.36,-876.19,845.41,-30.78,-104.98,-3775.83,3832.27,-12.29,-3880.82,3819.98,-60.84,1
"6eo6 , 5wwe",-65.78,-810.41,852.77,-7.36,-876.19,845.41,-30.78,-78.63,-1194.77,1191.48,-10.79,-1273.4,1180.7,-92.7,1
"6eo6 , 5wwg",-65.78,-810.41,852.77,-7.36,-876.19,845.41,-30.78,-88.97,-961.3,981.35,-10.73,-1050.27,970.62,-79.65,1
"6eo6 , 5wzg",-65.78,-810.41,852.77,-7.36,-876.19,845.41,-30.78,-204.74,124.91,-79.29,-24.81,-79.83,-104.11,-183.93,1
"6eo6 , 5wzj",-65.78,-810.41,852.77,-7.36,-876.19,845.41,-30.78,-230.34,130.79,-82.34,-28.29,-99.55,-110.64,-210.19,1
"6eo6 , 5wzk",-65.78,-810.41,852.77,-7.36,-876.19,845.41,-30.78,-176.42,735.87,-706.76,-21.41,559.45,-728.16,-168.71,1
"6eo6 , 5z6z",-65.78,-810.41,852.77,-7.36,-876.19,845.41,-30.78,-209.38,-9915.61,9869.33,-27.23,-10124.99,9842.11,-282.88,1
"6eo6 , 6eo7",-65.78,-810.41,852.77,-7.36,-876.19,845.41,-30.78,-58.78,-864.69,890.7,-6.55,-923.47,884.15,-39.32,0
"6eo6 , 5ytx",-65.78,-810.41,852.77,-7.36,-876.19,845.41,-30.78,-62.74,-206.72,236.49,-7.07,-269.47,229.41,-40.05,1
"6eo6 , 5ytv",-65.78,-810.41,852.77,-7.36,-876.19,845.41,-30.78,-45.47,-179.99,205.21,-5.59,-225.46,199.61,-25.84,1
"6eo6 , 5ytt",-65.78,-810.41,852.77,-7.36,-876.19,845.41,-30.78,-75.96,-273.93,314.46,-8.79,-349.88,305.67,-44.22,1
"6eo6 , 5yts",-65.78,-810.41,852.77,-7.36,-876.19,845.41,-30.78,-57.48,-136.57,171.71,-7.0,-194.05,164.71,-29.34,1
"6eo7 , 1exd",-58.78,-864.69,890.7,-6.55,-923.47,884.15,-39.32,-297.43,2853.31,-2769.4,-39.57,2555.87,-2808.97,-253.1,1
"6eo7 , 1il2",-58.78,-864.69,890.7,-6.55,-923.47,884.15,-39.32,-377.15,14928.76,-14798.97,-47.5,14551.61,-14846.48,-294.87,1
"6eo7 , 1jbr",-58.78,-864.69,890.7,-6.55,-923.47,884.15,-39.32,-121.03,-7064.56,7121.25,-15.7,-7185.58,7105.55,-80.04,1
"6eo7 , 1je8",-58.78,-864.69,890.7,-6.55,-923.47,884.15,-39.32,-309.02,-25367.65,25386.51,-44.66,-25676.67,25341.85,-334.82,0
"6eo7 , 1omh",-58.78,-864.69,890.7,-6.55,-923.47,884.15,-39.32,-270.05,-5246.08,5238.97,-34.09,-5516.13,5204.88,-311.25,1
"6eo7 , 1osb",-58.78,-864.69,890.7,-6.55,-923.47,884.15,-39.32,-563.32,-11193.39,11154.77,-72.18,-11756.71,11082.59,-674.11,1
"6eo7 , 1rkj",-58.78,-864.69,890.7,-6.55,-923.47,884.15,-39.32,-119.28,-801.67,834.16,-15.17,-920.95,818.99,-101.96,1
"6eo7 , 1s03",-58.78,-864.69,890.7,-6.55,-923.47,884.15,-39.32,-247.91,-10623.74,10708.88,-30.83,-10871.65,10678.05,-193.59,1
"6eo7 , 1s40",-58.78,-864.69,890.7,-6.55,-923.47,884.15,-39.32,-151.75,-1458.39,1510.73,-20.71,-1610.14,1490.02,-120.12,0
"6eo7 , 1u63",-58.78,-864.69,890.7,-6.55,-923.47,884.15,-39.32,-279.25,-34181.81,34208.24,-41.36,-34461.07,34166.88,-294.19,1
"6eo7 , 1u6p",-58.78,-864.69,890.7,-6.55,-923.47,884.15,-39.32,-82.73,-8405.99,8420.14,-11.19,-8488.72,8408.95,-79.77,1
"6eo7 , 1wwd",-58.78,-864.69,890.7,-6.55,-923.47,884.15,-39.32,-69.9,-995.71,1011.87,-8.73,-1065.6,1003.13,-62.47,1
